Energy (eV), Intensity (a.u.)
1.505368000000000039e+00,6.630295411309243718e+02
1.505454000000000070e+00,6.230110784409035887e+02
1.505538999999999961e+00,5.795858195925949303e+02
1.505624999999999991e+00,7.317201235004288264e+02
1.505711000000000022e+00,7.396054520037234852e+02
1.505795999999999912e+00,6.720088218926453010e+02
1.505881999999999943e+00,7.346934309558257610e+02
1.505967999999999973e+00,7.321271342865359202e+02
1.506053000000000086e+00,7.089982712980767019e+02
1.506138999999999895e+00,5.863065314489494995e+02
1.506224999999999925e+00,6.213242641543846503e+02
1.506310000000000038e+00,6.220655692863531385e+02
1.506396000000000068e+00,4.307359486238547106e+02
1.506482000000000099e+00,5.581335790619967838e+02
1.506566999999999990e+00,5.621531497801865953e+02
1.506653000000000020e+00,4.392852234970706604e+02
1.506739000000000051e+00,5.561821347773623074e+02
1.506825000000000081e+00,6.455879217617148242e+02
1.506910999999999889e+00,6.595756091903411971e+02
1.506996999999999920e+00,5.981816664657975480e+02
1.507082000000000033e+00,5.128660928747109438e+02
1.507168000000000063e+00,5.472405490978354692e+02
1.507254000000000094e+00,4.241331446110453953e+02
1.507339999999999902e+00,4.652435090505493918e+02
1.507425999999999933e+00,4.618125360293621497e+02
1.507511999999999963e+00,4.138617622005525618e+02
1.507597999999999994e+00,4.069091283203210878e+02
1.507684000000000024e+00,3.793870683111555309e+02
1.507770000000000055e+00,4.099366383249486034e+02
1.507856000000000085e+00,4.882748278060778375e+02
1.507940999999999976e+00,5.187662649799647170e+02
1.508027999999999924e+00,5.011887607884464160e+02
1.508113999999999955e+00,5.041413742078262885e+02
1.508199999999999985e+00,6.573390450565608489e+02
1.508286000000000016e+00,5.747666671855004097e+02
1.508372000000000046e+00,4.648452961149658904e+02
1.508458000000000077e+00,4.675749730971996314e+02
1.508544000000000107e+00,3.883165821786678862e+02
1.508629999999999916e+00,3.636380442622183864e+02
1.508715999999999946e+00,3.252597521689719997e+02
1.508801999999999977e+00,4.130839867002075607e+02
1.508888000000000007e+00,3.882416726988562914e+02
1.508974000000000038e+00,4.213366401108650052e+02
1.509060999999999986e+00,3.894753939780339351e+02
1.509147000000000016e+00,5.349695370693149243e+02
1.509233000000000047e+00,5.269395332480423804e+02
1.509319000000000077e+00,3.688688705432624602e+02
1.509405000000000108e+00,4.970816203906222199e+02
1.509492000000000056e+00,4.104193883690657003e+02
1.509578000000000086e+00,4.089975835219672717e+02
1.509663999999999895e+00,2.508172774974474351e+02
1.509749999999999925e+00,2.050284300170743563e+02
1.509837000000000096e+00,1.556954394433952302e+02
1.509922999999999904e+00,2.017526031677699621e+02
1.510008999999999935e+00,2.034806692433984381e+02
1.510094999999999965e+00,3.174751776154906793e+02
1.510181999999999913e+00,3.087601374553377127e+02
1.510267999999999944e+00,2.014102663331599388e+02
1.510354999999999892e+00,2.674460655627035521e+02
1.510440999999999923e+00,1.838325346937911036e+02
1.510526999999999953e+00,2.702394201834714522e+02
1.510613999999999901e+00,1.762343099734204088e+02
1.510699999999999932e+00,1.367014684007531287e+02
1.510787000000000102e+00,1.854045301201530265e+02
1.510872999999999911e+00,8.798766043381965574e+01
1.510960000000000081e+00,1.762692751060842511e+01
1.511045999999999889e+00,3.907306571643209736e+01
1.511133000000000060e+00,1.278940266817653537e+01
1.511219000000000090e+00,8.166649966859256438e+01
1.511306000000000038e+00,7.904058494134062585e+01
1.511392000000000069e+00,1.375832103540763001e+02
1.511479000000000017e+00,8.390897113950768471e+01
1.511565000000000047e+00,1.558949010942578752e+02
1.511651999999999996e+00,1.258764771242754250e+02
1.511738000000000026e+00,-2.963178896351485037e+01
1.511824999999999974e+00,7.937685335390403907e+01
1.511911999999999923e+00,1.868340583285862522e+01
1.511997999999999953e+00,-3.515292762122146542e+01
1.512084999999999901e+00,-3.827377006620986322e+01
1.512172000000000072e+00,-4.823179376476991820e+01
1.512258000000000102e+00,-1.496594068885962088e+02
1.512345000000000050e+00,-1.396375443592683041e+01
1.512431999999999999e+00,-7.146193046087319090e+00
1.512518000000000029e+00,5.732977261277619618e+01
1.512604999999999977e+00,2.029203617941484481e+02
1.512691999999999926e+00,8.759159081811094438e+01
1.512779000000000096e+00,1.652847364700603521e+02
1.512864999999999904e+00,1.312729188935493312e+02
1.512952000000000075e+00,9.074954537984240233e+00
1.513039000000000023e+00,2.903247368208940316e+01
1.513125999999999971e+00,3.539086016910209764e+01
1.513212999999999919e+00,4.469603712640719095e+00
1.513300000000000090e+00,-8.401323807204630612e+01
1.513385999999999898e+00,-2.355600354043826883e+01
1.513473000000000068e+00,-1.064456649854992065e+01
1.513560000000000016e+00,8.972781187108694212e+00
1.513646999999999965e+00,4.543637093648681002e+01
1.513733999999999913e+00,1.663507722102945081e+02
1.513821000000000083e+00,1.891513765342929219e+02
1.513908000000000031e+00,1.814765855225298310e+02
1.513994999999999980e+00,7.914144289906585072e+01
1.514081999999999928e+00,1.085464505187308077e+02
1.514169000000000098e+00,1.412685123864450816e+02
1.514256000000000046e+00,-1.857810932456573028e+01
1.514342999999999995e+00,-1.296141625613040560e+01
1.514429999999999943e+00,1.512858481504772499e+02
1.514516999999999891e+00,1.702760196686879226e+02
1.514604000000000061e+00,2.398375072994490438e+02
1.514691000000000010e+00,2.283377892828264066e+02
1.514777999999999958e+00,3.787465251079588597e+02
1.514864999999999906e+00,5.054437825219183651e+02
1.514952999999999994e+00,5.341063893705047576e+02
1.515039999999999942e+00,5.223743151369599218e+02
1.515126999999999891e+00,5.342020046203438142e+02
1.515214000000000061e+00,4.616975867539315459e+02
1.515301000000000009e+00,3.082732767516069998e+02
1.515387999999999957e+00,3.503240841078752510e+02
1.515474999999999905e+00,3.552502775967052457e+02
1.515562999999999994e+00,4.475923139311300929e+02
1.515649999999999942e+00,4.086211479527989923e+02
1.515736999999999890e+00,4.874989330104099281e+02
1.515824000000000060e+00,6.168195730480422299e+02
1.515911999999999926e+00,6.583804242927358246e+02
1.515999000000000096e+00,6.528927473584628842e+02
1.516086000000000045e+00,6.069757650168801320e+02
1.516173999999999911e+00,6.753138762560915893e+02
1.516261000000000081e+00,6.091384177785578231e+02
1.516348000000000029e+00,5.395805119975416346e+02
1.516435999999999895e+00,6.010482085590310817e+02
1.516523000000000065e+00,4.372704618901700542e+02
1.516610000000000014e+00,5.357841560600522826e+02
1.516698000000000102e+00,6.004686087858194696e+02
1.516785000000000050e+00,8.299443126865769500e+02
1.516872999999999916e+00,1.052446738153235174e+03
1.516960000000000086e+00,1.167450923493099708e+03
1.517047999999999952e+00,1.161289514226411029e+03
1.517134999999999900e+00,1.407178753875564098e+03
1.517222999999999988e+00,1.421063175061394986e+03
1.517309999999999937e+00,1.213414813542557113e+03
1.517398000000000025e+00,1.133247420484566646e+03
1.517484999999999973e+00,1.308351998409833641e+03
1.517573000000000061e+00,1.030098201932149095e+03
1.517660000000000009e+00,9.836081403852938365e+02
1.517748000000000097e+00,9.705139291801719992e+02
1.517835000000000045e+00,1.162184496044337493e+03
1.517922999999999911e+00,1.256345290964444075e+03
1.518010999999999999e+00,1.303494422663907926e+03
1.518097999999999947e+00,1.394337873489958838e+03
1.518186000000000035e+00,1.780015268445590209e+03
1.518272999999999984e+00,1.676276446829903307e+03
1.518361000000000072e+00,1.394767377507351966e+03
1.518448999999999938e+00,1.458482409452685260e+03
1.518537000000000026e+00,1.378082003323694380e+03
1.518623999999999974e+00,1.083434925383493237e+03
1.518712000000000062e+00,1.100210053924183285e+03
1.518799999999999928e+00,9.963997458410478885e+02
1.518887000000000098e+00,9.195361891357711102e+02
1.518974999999999964e+00,1.153873321496076642e+03
1.519063000000000052e+00,1.344601617942872281e+03
1.519150999999999918e+00,1.823063716095983182e+03
1.519239000000000006e+00,1.846279756591944533e+03
1.519325999999999954e+00,1.906421374306661619e+03
1.519414000000000042e+00,1.845959274498993864e+03
1.519501999999999908e+00,1.795535925325318431e+03
1.519589999999999996e+00,1.658172711623297801e+03
1.519678000000000084e+00,1.290147375844424914e+03
1.519765999999999950e+00,1.286601186967890953e+03
1.519854000000000038e+00,1.045741098412726387e+03
1.519941999999999904e+00,7.949244599485396066e+02
1.520029999999999992e+00,6.945352376040564195e+02
1.520118000000000080e+00,7.077537895744503658e+02
1.520205999999999946e+00,1.071674791126638866e+03
1.520294000000000034e+00,8.276656225029091729e+02
1.520381999999999900e+00,9.543646708231904086e+02
1.520469999999999988e+00,9.942169669851687104e+02
1.520558000000000076e+00,1.020700752563254355e+03
1.520645999999999942e+00,6.400093597055674763e+02
1.520734000000000030e+00,5.697692350293059462e+02
1.520821999999999896e+00,3.293988205148270936e+02
1.520909999999999984e+00,2.825824323976344203e+02
1.520998000000000072e+00,-1.019288940727619774e+00
1.521085999999999938e+00,-7.110580408368196004e+01
1.521174000000000026e+00,1.755780183078218215e+02
1.521261999999999892e+00,2.421711043815275843e+02
1.521350999999999898e+00,2.586041460061642283e+02
1.521438999999999986e+00,2.918484579437922548e+02
1.521527000000000074e+00,6.183033740938967640e+02
1.521614999999999940e+00,4.682650667167222309e+02
1.521703000000000028e+00,3.316085682870170785e+02
1.521792000000000034e+00,2.015204668972669424e+02
1.521879999999999900e+00,1.049315970283855677e+02
1.521967999999999988e+00,-1.048082887891400787e+02
1.522056000000000076e+00,-1.480304414238880781e+02
1.522145000000000081e+00,-1.980266951487733422e+02
1.522232999999999947e+00,-3.576563469273341980e+02
1.522321000000000035e+00,-4.040964553569010604e+02
1.522410000000000041e+00,-5.005474176888544662e+02
1.522497999999999907e+00,-1.743998537176039463e+02
1.522585999999999995e+00,-3.039274063148691312e+02
1.522675000000000001e+00,-2.107666384240646948e+02
1.522763000000000089e+00,-3.136082625990447923e+02
1.522850999999999955e+00,-2.103153240297965567e+02
1.522939999999999960e+00,-2.234908362569885867e+02
1.523028000000000048e+00,-3.195622272821506158e+02
1.523117000000000054e+00,-5.153853802690473458e+02
1.523204999999999920e+00,-5.017089051895413832e+02
1.523293999999999926e+00,-4.715452295655145463e+02
1.523382000000000014e+00,-5.175929055094261457e+02
1.523471000000000020e+00,-5.338560137562039927e+02
1.523559000000000108e+00,-4.038825610554936247e+02
1.523647999999999891e+00,-1.612145689278017926e+02
1.523735999999999979e+00,-1.441036025279909154e+02
1.523824999999999985e+00,-8.728870650643511908e+01
1.523913000000000073e+00,-6.680689040695870062e+01
1.524002000000000079e+00,-2.222240071808319044e+02
1.524091000000000085e+00,-3.543375160032283020e+02
1.524178999999999951e+00,-2.939184838831015441e+02
1.524267999999999956e+00,-5.618186883998282610e+02
1.524356999999999962e+00,-8.097011504166407576e+02
1.524445000000000050e+00,-5.237539227919019140e+02
1.524534000000000056e+00,-5.726609913758597941e+02
1.524623000000000062e+00,-5.817502485883405825e+02
1.524710999999999927e+00,-3.422198609364859294e+02
1.524799999999999933e+00,-1.790291613157460233e+02
1.524888999999999939e+00,4.025872442871332169e+00
1.524977999999999945e+00,-3.475556039716593659e+01
1.525066000000000033e+00,-2.322361649937520269e+02
1.525155000000000038e+00,-1.351627112617161401e+02
1.525244000000000044e+00,-9.101520149018506345e+01
1.525333000000000050e+00,-2.221878018224192601e+02
1.525422000000000056e+00,-2.010871284318636754e+02
1.525509999999999922e+00,-2.327293584998642473e+02
1.525598999999999927e+00,-1.156147160098021232e+02
1.525687999999999933e+00,-8.114223643560399069e+01
1.525776999999999939e+00,2.938961962507119097e+02
1.525865999999999945e+00,5.432665601930998491e+02
1.525954999999999950e+00,5.249198874797839380e+02
1.526043999999999956e+00,7.148181929714692160e+02
1.526132999999999962e+00,8.023001981294819416e+02
1.526221999999999968e+00,8.699995428439028728e+02
1.526310999999999973e+00,7.494866282617090292e+02
1.526399999999999979e+00,6.257786326149848719e+02
1.526488999999999985e+00,5.285934120492115653e+02
1.526577999999999991e+00,5.437486694517051546e+02
1.526666999999999996e+00,4.104429682802215211e+02
1.526756000000000002e+00,7.524617763917690354e+02
1.526845000000000008e+00,8.502773258716747478e+02
1.526934000000000013e+00,1.208754911862939480e+03
1.527023000000000019e+00,1.323106258395918303e+03
1.527112000000000025e+00,1.767286981218368055e+03
1.527201000000000031e+00,2.016855228625902782e+03
1.527290000000000036e+00,2.256530277292885330e+03
1.527379000000000042e+00,2.331391750103816776e+03
1.527468000000000048e+00,2.317323950985232841e+03
1.527557999999999971e+00,2.204376493333571489e+03
1.527646999999999977e+00,2.302518068219711040e+03
1.527735999999999983e+00,2.384240189555272082e+03
1.527824999999999989e+00,2.689985727690414933e+03
1.527914999999999912e+00,3.084523564942738176e+03
1.528003999999999918e+00,3.248648959890924289e+03
1.528092999999999924e+00,4.067913953992841471e+03
1.528181999999999929e+00,4.682929850369961059e+03
1.528272000000000075e+00,5.057495511144763441e+03
1.528361000000000081e+00,5.228129388426990772e+03
1.528450000000000086e+00,5.599478892403035388e+03
1.528540000000000010e+00,5.595721078763960577e+03
1.528629000000000016e+00,5.233681454784496964e+03
1.528718000000000021e+00,4.756766447058484118e+03
1.528807999999999945e+00,4.786311179717400591e+03
1.528896999999999951e+00,5.009980742329284112e+03
1.528985999999999956e+00,5.141648191618563942e+03
1.529076000000000102e+00,5.542737958459449146e+03
1.529165000000000108e+00,6.440004533024716693e+03
1.529255000000000031e+00,7.570223825789762486e+03
1.529344000000000037e+00,8.112344912714985185e+03
1.529433999999999960e+00,8.792228414781076935e+03
1.529522999999999966e+00,9.432680028817387210e+03
1.529612999999999889e+00,9.954756488162562164e+03
1.529701999999999895e+00,9.091712805350014605e+03
1.529792000000000041e+00,9.426825341172301705e+03
1.529881000000000046e+00,9.735766122509350680e+03
1.529970999999999970e+00,9.555807573895159294e+03
1.530059999999999976e+00,9.861561130058189519e+03
1.530149999999999899e+00,1.118393499570224594e+04
1.530240000000000045e+00,1.275847830388708098e+04
1.530329000000000050e+00,1.357534353579696835e+04
1.530418999999999974e+00,1.508692298050139107e+04
1.530508999999999897e+00,1.652929224587607678e+04
1.530597999999999903e+00,1.781408331044025545e+04
1.530688000000000049e+00,1.715229672042175298e+04
1.530777999999999972e+00,1.648756768525892039e+04
1.530866999999999978e+00,1.652416483722092744e+04
1.530956999999999901e+00,1.577811606356856282e+04
1.531047000000000047e+00,1.426624598356806200e+04
1.531136999999999970e+00,1.492548493052289450e+04
1.531225999999999976e+00,1.489076605886574180e+04
1.531315999999999899e+00,1.467612006518410089e+04
1.531406000000000045e+00,1.528297166751992154e+04
1.531495999999999968e+00,1.611875895815074909e+04
1.531585999999999892e+00,1.702635751628277285e+04
1.531674999999999898e+00,1.631492015262905807e+04
1.531765000000000043e+00,1.603542084290991988e+04
1.531854999999999967e+00,1.565478328389013041e+04
1.531944999999999890e+00,1.396354902059028973e+04
1.532035000000000036e+00,1.244621856444728837e+04
1.532124999999999959e+00,1.116152776721879854e+04
1.532215000000000105e+00,1.032827496689015970e+04
1.532305000000000028e+00,9.920104190583902891e+03
1.532394999999999952e+00,8.917733669471608664e+03
1.532485000000000097e+00,9.310284941688430990e+03
1.532575000000000021e+00,9.673448866250149877e+03
1.532664999999999944e+00,9.331454374972730875e+03
1.532755000000000090e+00,8.986436635394558834e+03
1.532845000000000013e+00,8.354464393701293375e+03
1.532934999999999937e+00,7.579252865653280423e+03
1.533025000000000082e+00,6.116030927515701478e+03
1.533115000000000006e+00,5.247101653991400781e+03
1.533204999999999929e+00,4.137238326156322728e+03
1.533295000000000075e+00,3.546357273397740755e+03
1.533384999999999998e+00,2.828644830355206977e+03
1.533474999999999921e+00,2.799130088864182198e+03
1.533565999999999985e+00,2.574173256330971071e+03
1.533655999999999908e+00,2.424399949306702638e+03
1.533746000000000054e+00,2.496370522577773500e+03
1.533835999999999977e+00,2.903996334088486037e+03
1.533925999999999901e+00,2.731841071738578194e+03
1.534016000000000046e+00,2.598955710343672763e+03
1.534107000000000109e+00,2.121081869075687337e+03
1.534197000000000033e+00,2.021164597867425073e+03
1.534286999999999956e+00,1.820506981777371493e+03
1.534378000000000020e+00,1.265294064503149912e+03
1.534467999999999943e+00,1.091128345897555846e+03
1.534558000000000089e+00,1.301062970646403755e+03
1.534648999999999930e+00,1.149981303926715555e+03
1.534739000000000075e+00,1.282050983403908958e+03
1.534828999999999999e+00,1.482501497933478731e+03
1.534920000000000062e+00,1.578977041566639400e+03
1.535009999999999986e+00,1.448002364022997426e+03
1.535099999999999909e+00,1.388712314316926495e+03
1.535190999999999972e+00,1.459569039198922837e+03
1.535280999999999896e+00,1.436309384058596152e+03
1.535371999999999959e+00,1.185790292739502547e+03
1.535462000000000105e+00,1.026432961200198406e+03
1.535552999999999946e+00,8.835095251134875980e+02
1.535643000000000091e+00,9.031147975857488746e+02
1.535733999999999932e+00,1.055969791246398927e+03
1.535824000000000078e+00,1.455596846719673977e+03
1.535914999999999919e+00,1.718931958978110288e+03
1.536005000000000065e+00,2.073161826319359989e+03
1.536095999999999906e+00,2.352806063711265324e+03
1.536186000000000051e+00,2.697354900058198382e+03
1.536276999999999893e+00,2.873290954249825063e+03
1.536367999999999956e+00,2.737994700566294341e+03
1.536458000000000101e+00,2.576917260826867732e+03
1.536548999999999943e+00,2.801823145877622210e+03
1.536640000000000006e+00,2.534122954248574842e+03
1.536729999999999929e+00,2.454579699828845605e+03
1.536820999999999993e+00,2.488632315353267586e+03
1.536912000000000056e+00,2.843534536014444711e+03
1.537001999999999979e+00,3.020272429319753883e+03
1.537093000000000043e+00,3.093483710748379053e+03
1.537184000000000106e+00,3.318994767232654340e+03
1.537274999999999947e+00,3.292039609693073544e+03
1.537365000000000093e+00,2.837905018286013728e+03
1.537455999999999934e+00,2.435874190318609635e+03
1.537546999999999997e+00,2.325342761926089224e+03
1.537638000000000060e+00,1.865556402942631848e+03
1.537728999999999902e+00,1.600146998335354965e+03
1.537819999999999965e+00,1.441690264288456547e+03
1.537910000000000110e+00,1.477399276485518385e+03
1.538000999999999951e+00,1.930368954826426034e+03
1.538092000000000015e+00,1.911338198023051518e+03
1.538183000000000078e+00,2.364350436181758596e+03
1.538273999999999919e+00,2.633137078086404927e+03
1.538364999999999982e+00,2.737175607298667273e+03
1.538456000000000046e+00,2.851001603260880074e+03
1.538547000000000109e+00,3.210407463401558743e+03
1.538637999999999950e+00,2.849626004243423267e+03
1.538729000000000013e+00,2.582732798514012757e+03
1.538820000000000077e+00,2.616307315258679409e+03
1.538910999999999918e+00,2.517649221956152815e+03
1.539001999999999981e+00,2.609570380636556820e+03
1.539093000000000044e+00,2.843571605001699936e+03
1.539184000000000108e+00,3.232488655547883809e+03
1.539274999999999949e+00,3.508496637690962416e+03
1.539366000000000012e+00,3.684550913893802772e+03
1.539457000000000075e+00,4.108982324795872955e+03
1.539549000000000056e+00,4.498000798111795120e+03
1.539639999999999898e+00,4.300216386056369629e+03
1.539730999999999961e+00,4.051045683796988214e+03
1.539822000000000024e+00,3.718285301886548496e+03
1.539913000000000087e+00,3.653194727737457924e+03
1.540003999999999929e+00,3.076000722764213151e+03
1.540095999999999909e+00,3.008131323454381345e+03
1.540186999999999973e+00,3.194749842817589524e+03
1.540278000000000036e+00,3.600388495074681941e+03
1.540369000000000099e+00,3.841813058990160698e+03
1.540461000000000080e+00,4.118766565018335314e+03
1.540551999999999921e+00,4.900962335870081006e+03
1.540642999999999985e+00,5.004023989287639779e+03
1.540734999999999966e+00,4.827335858902738437e+03
1.540826000000000029e+00,5.094663494799526234e+03
1.540917000000000092e+00,5.082187372413371122e+03
1.541009000000000073e+00,4.545733338902336982e+03
1.541099999999999914e+00,4.269913777344028858e+03
1.541191999999999895e+00,4.354444424472176252e+03
1.541282999999999959e+00,4.056462760772358251e+03
1.541374000000000022e+00,3.954723013685114438e+03
1.541466000000000003e+00,4.331988830596725165e+03
1.541557000000000066e+00,4.911537806260046636e+03
1.541649000000000047e+00,4.742665381047858318e+03
1.541740000000000110e+00,4.625237448445452173e+03
1.541832000000000091e+00,4.508051890357734010e+03
1.541922999999999933e+00,4.227163571517943637e+03
1.542014999999999914e+00,3.394440601513449565e+03
1.542105999999999977e+00,2.793072706400404968e+03
1.542197999999999958e+00,2.718382411090349706e+03
1.542289000000000021e+00,2.399862849532041309e+03
1.542381000000000002e+00,2.142602887158164776e+03
1.542472999999999983e+00,2.055516717229194455e+03
1.542564000000000046e+00,2.375721027254663113e+03
1.542656000000000027e+00,2.452339038849586359e+03
1.542748000000000008e+00,2.224469375608497103e+03
1.542839000000000071e+00,2.589638399442372702e+03
1.542931000000000052e+00,2.650435112844845207e+03
1.543023000000000033e+00,2.185800397164131482e+03
1.543114000000000097e+00,1.564308087869002520e+03
1.543206000000000078e+00,1.506988834956257051e+03
1.543298000000000059e+00,1.123100492040375684e+03
1.543390000000000040e+00,7.202102730985611743e+02
1.543481000000000103e+00,6.055651887272083513e+02
1.543573000000000084e+00,6.096009850334312432e+02
1.543665000000000065e+00,5.401041107539754194e+02
1.543757000000000046e+00,3.395082125044514214e+02
1.543849000000000027e+00,5.805950820494817890e+02
1.543941000000000008e+00,5.625608075052159620e+02
1.544032000000000071e+00,4.741188368185175932e+02
1.544124000000000052e+00,3.603223241211508139e+02
1.544216000000000033e+00,1.411225657491431775e+02
1.544308000000000014e+00,-5.555242970705694461e+01
1.544399999999999995e+00,-1.114487302937018285e+02
1.544491999999999976e+00,-3.909659724910038676e+02
1.544583999999999957e+00,-3.252232780105209713e+02
1.544675999999999938e+00,-4.415377695927195418e+02
1.544767999999999919e+00,-2.702587988047657745e+02
1.544859999999999900e+00,-2.139451928385769861e+02
1.544952000000000103e+00,-1.735500693091712492e+02
1.545044000000000084e+00,-2.544274260535225949e+02
1.545136000000000065e+00,-5.749303092953232408e+01
1.545228000000000046e+00,-1.063203676157490918e+02
1.545320000000000027e+00,-2.635698364114446122e+02
1.545412000000000008e+00,-3.122263020372624851e+02
1.545503999999999989e+00,-3.831388874364602088e+02
1.545595999999999970e+00,-5.081935815767828899e+02
1.545689000000000091e+00,-5.150194098480260436e+02
1.545781000000000072e+00,-4.836614989037257146e+02
1.545873000000000053e+00,-4.267557841061407089e+02
1.545965000000000034e+00,-3.092539295554861383e+02
1.546057000000000015e+00,-3.957050133947877839e+02
1.546149999999999913e+00,-3.162435082714287091e+02
1.546241999999999894e+00,-2.145960977135359826e+02
1.546334000000000097e+00,-4.028054626151051707e+02
1.546426000000000078e+00,-4.252932373571547942e+02
1.546518999999999977e+00,-3.425035659333502736e+02
1.546610999999999958e+00,-3.680875341675077834e+02
1.546702999999999939e+00,-4.222699983988904933e+02
1.546796000000000060e+00,-4.635197317882530115e+02
1.546888000000000041e+00,-2.630054844748874530e+02
1.546980000000000022e+00,-3.520555589069222151e+02
1.547072999999999920e+00,-3.231903286444876358e+02
1.547164999999999901e+00,-2.530915744738185822e+02
1.547258000000000022e+00,-1.160526526999005910e+02
1.547350000000000003e+00,-2.176412599618261083e+02
1.547441999999999984e+00,-1.379535812244071167e+02
1.547535000000000105e+00,-5.493609637581039351e+01
1.547627000000000086e+00,-1.341417895536342257e+02
1.547719999999999985e+00,-2.671645478804898630e+02
1.547811999999999966e+00,-3.462508646192241031e+02
1.547905000000000086e+00,-4.251378271153744208e+02
1.547997000000000067e+00,-3.580229003581885081e+02
1.548089999999999966e+00,-3.764963116135372729e+02
1.548181999999999947e+00,-1.664899658653043844e+02
1.548275000000000068e+00,-1.246276303276081308e+02
1.548367000000000049e+00,-3.590339179741838507e+02
1.548459999999999948e+00,-1.235348182680263562e+02
1.548553000000000068e+00,-1.895157884626391933e+02
1.548645000000000049e+00,-1.699510622563811921e+02
1.548737999999999948e+00,-2.073209175062120266e+02
1.548831000000000069e+00,-2.383198945445292338e+02
1.548923000000000050e+00,-3.138328377105624440e+02
1.549015999999999948e+00,-3.257543095854744024e+02
1.549109000000000069e+00,-3.091318810434165698e+02
1.549201000000000050e+00,-1.151758156940722984e+02
1.549293999999999949e+00,-1.556085100077775678e+02
1.549387000000000070e+00,-1.168144635064277281e+02
1.549479000000000051e+00,-1.130178425193566909e+02
1.549571999999999949e+00,1.854755278557986458e+02
1.549665000000000070e+00,7.538390956572129653e+01
1.549757999999999969e+00,1.014749833614155250e+02
1.549851000000000090e+00,1.054016920560843573e+02
1.549943999999999988e+00,1.029996016586255791e+02
1.550037000000000109e+00,-4.496895449464636840e+01
1.550129000000000090e+00,3.793559883959505896e+01
1.550221999999999989e+00,1.051429299484693729e+02
1.550315000000000110e+00,-1.637160950945144577e+00
1.550408000000000008e+00,2.173469469698807188e+02
1.550500999999999907e+00,4.394167074878305357e+02
1.550594000000000028e+00,3.357834724454030493e+02
1.550686999999999927e+00,3.491307728655740448e+02
1.550780000000000047e+00,4.762395570645705902e+02
1.550872999999999946e+00,4.927037717617311046e+02
1.550966000000000067e+00,5.439059451874509250e+02
1.551058999999999966e+00,4.023934121881629835e+02
1.551152000000000086e+00,5.356871453293861123e+02
1.551244999999999985e+00,7.383960189957927014e+02
